news,summary
"WASHINGTON (Reuters) - President Donald Trump will sign two executive orders on Wednesday including one on border security and the intent to build a wall along the U.S. southern border, and another  strengthening the enforcement of immigration laws, the White House said. “Building this barrier is more than just a campaign promise. It’s a common sense first step to really securing our porous border,” said White House spokesman Sean Spicer. “This will stem the flow of drugs, crime, illegal immigration into the United States.” He said the orders will strip federal money from so-called sanctuary cities and end a “catch and release” policy of previous administrations.  ","Trump to sign executive actions on border security, immigration enforcement"
"BRUSSELS/BERLIN (Reuters) - On the eve of his trip to Europe, Rex Tillerson gave a speech last week that European allies had waited months to hear: an “ironclad” promise of U.S. support to its oldest allies. The relief in European capitals lasted barely a day as reports surfaced of a White House plan to oust the U.S. secretary of state, plunging America’s friends back into confusion over President Donald Trump’s foreign policy. The uncertainty is particularly acute given Washington’s leading role in crises in North Korea and Syria. “Just as Tillerson comes to Brussels to give a public statement of support that the EU and NATO have wanted all along, it seems he has no mandate, that the guillotine is hanging over his head,” said an EU official involved in diplomacy with White House officials. “It leaves Europe just as doubtful as before about Trump.” U.S. officials said on Thursday the White House had a plan for CIA Director Mike Pompeo to replace Tillerson but Trump said on Friday he was not leaving and the secretary of state said on Saturday the reports were untrue. European leaders yearn for stability in U.S. foreign policy. They are troubled by Trump’s “America first” rhetoric and inconsistent statements on NATO and the European Union. In addition, Trump’s decision to pull out of the Paris climate change accord and his decision not to certify Iran’s compliance with a nuclear deal undermine European priorities. “The chaos in the administration doesn’t help in the current geopolitical climate,” said a senior French diplomat. Early last week, Tillerson, a former Exxon Mobil chief executive, delivered a long address in support of Europe in Washington more akin to traditional U.S. policy. “The United States remains committed to our enduring relationship with Europe. Our security commitments to European allies are ironclad,” he told a think tank.  He said he would convey that message to the European Union and NATO. He is set to visit Brussels on Tuesday and Wednesday, the Organization for Security and Cooperation in Europe in Vienna on Thursday and Paris on Friday. The question is whether European officials believe him, given tensions during his April visit to Europe, when Reuters reported Tillerson initially planned to skip a NATO meeting in Brussels and then only attended under pressure from allies. “If there were expectations that Tillerson might evolve into a counterweight to Trump, someone who could pass on messages from partners and exert moderating influence over American foreign policy – those expectations have been disappointed,” said Niels Annen, foreign policy spokesman for Germany’s Social Democrats in parliament. “On his watch, the State Department has become a non-actor.” Despite Tillerson’s pledge to reform the U.S. foreign service, European governments take a dim view of how he has sought to cut costs at the State Department, with top diplomatic posts unfilled almost a year into the administration.  The French have gone around Tillerson to develop contacts with U.S. Secretary of Defense Jim Mattis, White House National Security Adviser H.R. McMaster and White House Chief of Staff John Kelly, while the EU’s top diplomat Federica Mogherini has gone directly to Vice President Mike Pence. Berlin has focused on Capitol Hill, as well as Kelly, McMaster and Mattis. Yet it is unclear if that access translates into a direct impact on Trump’s foreign policy, diplomats said. There is hope that if Pompeo is appointed he could rejuvenate the State Department after Tillerson, who is seen as ineffective, diplomats said. Pompeo is an unknown quantity in Europe but is viewed as closer to Trump. “We may be looking at a larger dose of Trump at the State Department,” if Pompeo did get the job, said Thomas Kleine-Brockhoff, head of the German Marshall Fund’s Berlin office. One European diplomat said Tillerson was in a difficult position from the outset because the Trump administration was hostile to Iran and brought in a team of generals who took a hard line, “so it never left Tillerson much room.” In addition, Trump’s son-in-law Jared Kushner has taken a leading role in formulating policy on Middle East peace. But Europeans see Trump as a blizzard of conflicting signals. At a NATO summit in Brussels in May, the president publicly admonished European leaders for their low defense spending and threatened to reduce support, only to announce a jump in U.S. military spending in Europe months later. Things may only become more unpredictable, diplomats say. European diplomats see Tillerson and Mattis as instrumental in talking Trump out of making any rash decisions over North Korea and its nuclear program, given administration comments about “utterly destroying” the country. ",U.S. allies fret as 'guillotine' hangs over Tillerson
"HANOI (Reuters) - Prosecutors in Vietnam on Thursday said they were seeking the death sentence in an embezzlement case against a former chairman of state energy firm PetroVietnam, as the communist country steps up one of its biggest corruption crackdowns. Some high-ranking political officials have been punished as investigations widen into PetroVietnam and the banking sector, with dozens of banking and energy officials facing trial on charges such as embezzlement, mismanagement and abuse of power. In a statement, the Supreme People s Procuracy of Vietnam said it had sought a death sentence for the former chairman, Nguyen Xuan Son, on charges that include wrongdoing with serious economic consequences and abuse of power to usurp assets. It urged  an overall penalty of death , listing punishments such as a jail term of 16 to 18 years for flouting state rules on economic management and life imprisonment for abuse of power, before seeking the  death sentence for embezzlement . In 2009, PetroVietnam acquired an 800-billion-dong ($35-million) stake in Ocean Group s banking unit, Ocean Bank, which had to be completely written off in 2015, when the central bank took it over at no cost.  Son could not be reached for comment as he is on trial, and Reuters could not immediately reach his lawyer. Prosecutors also sought life imprisonment for Ocean Group s founder, tycoon Ha Van Tham on charges ranging from embezzlement to abuse of power, the statement said, adding that dozens of other Ocean Bank staff could also face years in jail. Ocean Group, which has interests in real estate, finance, hotels and infrastructure, said it had no comment on the sentence sought for Tham, who cannot be reached as he is still on trial. Police opened three new cases against state firm units, among them Russian joint venture Vietsovpetro, Vietnam s sole refinery operator Binh Son Refining and Petrochemical, and PetroVietnam Exploration Production Corp. All three cases focus on alleged abuse of power to usurp assets and are linked to violations at Ocean Bank, Vietnam s police said in a statement on their website on Thursday. Police added another accusation of abuse of power against PetroVietnam s vice general director Ninh Van Quynh, they added, following his arrest and prosecution this month for alleged wrongdoing. Quynh could not be contacted for comment on the fresh charge as he is on trial. Last week a former central bank governor was prosecuted for alleged lack of responsibility. Dinh La Thang, a former PetroVietnam chairman, was removed from the powerful politburo and last month, a vice trade minister was sacked. ",Vietnam seeks death penalty for embezzlement by ex-chairman of state energy firm
"BEIRUT (Reuters) - Lebanon has identified the bodies of six of its soldiers found along the Syrian border in an area held by Islamic State until three days ago, sources in the president s office said. The Lebanese army launched an offensive this month which ended with Islamic State militants leaving their last foothold along the border on Sunday. Since then the army has found 10 bodies in the area. DNA tests confirmed that six of those belonged to Lebanese soldiers, the sources and local media reported on Wednesday. Islamic State militants had for years held territory along the border, and captured 10 Lebanese soldiers in 2014 when they briefly overran the town of Arsal, one of the worst spillovers of the Syrian conflict into Lebanon. The militants and their families left the border area on Sunday under a ceasefire deal. The agreement included IS militants identifying where they had buried the soldiers  bodies, Lebanese army chief General Joseph Aoun said on Wednesday.  I had two choices: either I continue the battle and not know the soldiers  fate, or I submit to the situation and find out. Their souls are my responsibility,  he told reporters. It was not immediately clear if all six belonged to those captured in 2014, however - one of the bodies discovered is believed to belong to a soldier killed in the recent fighting. Of the 10 captured in 2014, one was killed shortly after and footage of his execution was published by the militants. Another is believed to have joined Islamic State. His whereabouts is unknown. ",Lebanon finds soldiers' bodies after retaking Islamic State-held area
"WASHINGTON (Reuters) - Republicans Donald Trump and Chris Christie teamed up on Monday to assail Democratic President Barack Obama and Hillary Clinton as weak on domestic security, making the kind of one-two punch possible if Trump picks Christie as his running mate. At a rally in Virginia Beach, Virginia, Trump, the presumptive Republican presidential nominee, and Christie, the tough-talking New Jersey governor, seized on the Dallas police shootings as examples of why Americans need a “law and order” candidate like Trump. Much of the debate about security in the presidential campaign has been about threats abroad. The shooting deaths of five Dallas police officers last week and violence in other cities have shifted the debate back home for now. Trump, a wealthy real estate developer, presented himself as “the law and order candidate” and called Clinton weak. He said she has grown out of touch with the plight of ordinary Americans and cited her making paid speeches to corporate interests as a cause. “Perhaps it is easy for politicians to lose touch with reality when they are being paid millions of dollars to read speeches to Wall Street executives, instead of spending time with real people in real pain,” he said. “The disconnect in America is deep. There are two Americas: the ruling class, and the groups it favors, and then everyone else,” said Trump. In the final days of his search for a vice presidential running mate, Trump was introduced at the event by Christie, who is one of Trump’s top potential picks to be his vice presidential running mate. Christie, a former rival of Trump for the presidential nomination, showed himself capable of assuming the role of political attack dog, a job the vice presidential nominee usually assumes. He suggested Obama has taken sides against police in the country’s debate over race and police brutality. “We need a president who once again will put law and order at the top of the priority of the presidency of this country,” Christie said. “Our police officers ... need to understand that the president of the United States and his administration will give them the benefit of the doubt, not always believe that what they have done is somehow wrong.” Trump has been test-driving his vice presidential possibilities. He campaigned last week with former House of Representatives Speaker Newt Gingrich, and is to appear with a third No. 2 possibility, Indiana Governor Mike Pence, in Indiana on Tuesday. The New York businessman has appeared most comfortable publicly with Gingrich. Both Gingrich and Christie have been advisers for Trump behind the scenes. Trump is also considering retired Lieutenant General Michael Flynn for the job, but told The Washington Post in an interview published on Monday that he is leaning toward a conventional politician. “I don’t need two anti-establishment people,” Trump said. “Someone respected by the establishment and liked by the establishment would be good for unification. I do like unification of the Republican Party.” Trump said he would decide on his vice presidential pick in the next three or four days. The Republican National Convention, at which he is to be nominated as the party’s candidate, opens in Cleveland next Monday. (This version of the story was refiled to fix typographical error in 4th paragraph to make it “estate” instead of “state”) ","Trump and Christie join forces to attack Obama, Clinton"
"KIEV (Reuters) - Turkey’s President Tayyip Erdogan said on Monday a U.S. decision to suspend visa services in Turkey was upsetting, adding that Turkish foreign ministry officials had contacted their U.S. counterparts over the issue.  “Above all, the decision is very upsetting. For the embassy in Ankara to take such a decision and implement, it is upsetting,” Erdogan told a news conference during a visit to Ukraine. ",Turkey's Erdogan says U.S. decision to suspend visa services 'upsetting'
"OSLO (Reuters) - The Russian helicopter that went down off the coast of Svalbard on Thursday has still not been located more than 90 minutes after it went down at sea, Norway s rescue service told independent broadcaster TV2. The helicopter had a crew of five and three passengers, all with  Russian-sounding names , said the leader of the rescue operation coordination, Tore Hongset. ",Russian helicopter missing off coast of Svalbard: rescue service
"CAIRO (Reuters) - Islamic State threatened attacks on U.S. soil in retaliation for the Trump administration s decision to recognize Jerusalem as the capital of Israel, one of the group s social media accounts reported on Thursday without giving any details. In a message on one of its accounts on the Telegram instant messaging service titled  Wait for us  and  ISIS in Manhattan , the group said it would carry out operations and showed images of New York s Times Square and what appeared to be an explosive bomb belt and detonator.   We will do more ops in your land, until the final hour and we will burn you with the flames of war which you started in Iraq, Yemen, Libya and Syria and Afghan. Just you wait,  it said.  The recognition of your dog  Trump  (sic) Jerusalem as the capital of Israel will make us recognize explosives as the capital of your country.  Washington triggered widespread anger and protests across the Arab world with its decision on Jerusalem. The disputed city is revered by Jews, Christians and Muslims alike, and is home to Islam s third holiest site. It has been at the heart of the Israeli-Palestinian conflict for decades. Islamic State was driven out of its Iraqi and Syrian capitals this year and squeezed into a shrinking pocket of desert straddling the border between the two countries.  The forces fighting Islamic State in Iraq and Syria now expect a new phase of guerrilla warfare there. Militants including people claiming allegiance to Islamic State have carried out scores of deadly attacks in Europe, the Middle East, Africa, Asia and the United States over the past two years. ",Islamic State threatens U.S. attacks over Jerusalem decision: statement
"MANILA (Reuters) - U.S. President Donald Trump said on Monday he had made significant progress on trade issues during a fruitful trip across Asia that saw governments roll out red carpets  like nobody has ever seen .  We ve made some very big steps with respect to trade, far bigger than anything you know,  Trump told reporters in Manila on the sidelines of a summit with leaders of Southeast Asian and East Asian nations. He did not give details of his achievements on trade matters during a tour that took him to Japan, South Korea, China and Vietnam before his last leg in the Philippines capital. He said a statement would be issued from the White House on Wednesday about North Korea, and on trade, key issues of a trip he described as fruitful.  It was red carpet like nobody, I think, has probably ever seen,  he said. In Vietnam at the weekend, Trump and leaders of Pacific Rim nations agreed to address  unfair trade practices  and  market- distorting subsidies , a statement that bore the imprint of Trump s efforts to reshape the global trade landscape. His  America First  vision has upset a traditional consensus favoring multinational trade pacts that China now champions. On the sidelines of the Vietnam meeting, 11 countries kept alive a Trans Pacific trade deal whose future was thrown into doubt when Trump withdrew from it in the name of protecting American jobs. Chinese President Xi Jinping told the summit in Vietnam that Asia-Pacific nations must  uphold multilateralism , countering Trump s message that the United States would stay out of trade deals that surrender its sovereignty. Trump, by contrast, blasted the World Trade Organization and multilateral trade deals during his tour. Some analysts expect tougher U.S. action may be imminent to fight trade imbalances with China exacerbated by its state-led economic model.    ","Trump vaunts trade progress, red carpets on 'fruitful' Asia trip"
"WASHINGTON (Reuters) - The U.S. House of Representatives passed a $700 billion defense policy bill on Tuesday, backing President Donald Trump’s call for a bigger, stronger military, but failing to decide how to fund the massive spending increase. The Republican-controlled House voted 356-70 for the annual National Defense Authorization Act, or NDAA, which authorizes the level of defense spending and sets policies controlling how the money is spent. But the legislation defies spending caps set in the 2011 Budget Control Act and there is no clear plan from Congress on how to provide the money for the Pentagon. The 2018 NDAA authorizes $634 billion in base defense spending, for such things as buying weapons and paying the troops, well above the $549 billion allowed under the previous legislation. The NDAA also includes provisions such as an increase in active troop levels by more than 16,000, and states that climate change is a national security threat. The defense policy bill will become law if it passes the Republican-controlled Senate and is signed into law by the president, as expected. But spending will nonetheless be cut automatically if Congress cannot come up with a deal to resolve the gap in funding. Representative Adam Smith, the top Democrat on the House Armed Services Committee, said Congress’ failure to address the issue makes life more difficult for military leaders because they cannot plan in advance. “This defense bill is $72 billion over the budget caps, so if we don’t eliminate or raise the budget caps, that additional money will go away and leave us once again in the land of uncertainty for the Department of Defense,” he said. Representative Mac Thornberry, the House Armed Service Committee’s Republican chairman, said Congress needed to pass an appropriations bill to allow for the $700 billion. “Securing those appropriations must be Congress’ top priority before the year ends,” Thornberry said in a statement. The NDAA also includes about $66 billion in special war funding, which is exempt from the so-called sequestration cap. The measure passed by the House on Tuesday is a compromise reached by House and Senate negotiators between separate versions of the bill approved in the chambers earlier this year. However, a budget fight is expected because Senate Democrats may not agree to big increases in funds for the military if spending caps on non-defense programs are not also eased. The Republican majority in the Senate is so small that most legislation cannot pass without some Democratic votes. ","House backs $700 billion defense policy bill, funding uncertain"
"LONDON (Reuters) - Britain is looking at all ways it can put pressure on North Korea after Pyongyang conducted a nuclear test, Prime Minister Theresa May s spokeswoman said on Monday, adding that peaceful diplomatic solutions were preferable. North Korea conducted its sixth nuclear test on Sunday, prompting a warning of a  massive  military response from the United States if it or its allies were threatened.  As the prime minister made clear yesterday ... our focus is on working with partners to increase pressure on Korea and find a diplomatic resolution to the crisis,  May s spokeswoman told reporters.  She said we want to increase the pace of implementation of existing sanctions and look at other measures ... It s our view in the UK that ... peaceful, diplomatic means are best.  ",UK looking at all measures to pressure North Korea: PM May's spokeswoman
"WASHINGTON (Reuters) - CIA Director Mike Pompeo on Thursday said, apparently inaccurately, that U.S. intelligence agencies had concluded that Russian interference did not affect the outcome of the 2016 U.S. presidential election. In fact, U.S. intelligence agencies in January said that they had made no assessment one way or the other on the impact of Moscow’s hacking and propaganda campaign but its report stated that Russia’s aim was to try and help then-Republican candidate Donald Trump’s election chances. Pompeo, a former Republican congressman and Trump ally, was asked at an event in Washington if he could say with absolute certainty that the election results were not skewed as a result of Russian interference. Pompeo replied: “Yes. Intelligence community’s assessment is that the Russian meddling that took place did not affect the outcome of the election.” The top Democrat on the U.S. House of Representatives Intelligence Committee, Adam Schiff, criticized Pompeo for his remark. “I was deeply disappointed to learn that CIA Director Pompeo today asserted that the intelligence community had found that Russian interference in our election did not affect the outcome. In fact, the Intelligence community made no such finding, nor could it,” Schiff said in a statement that noted the January assessment.  “This is not the first time the Director has made statements minimizing the significance of what the Russians did, but it needs to be the last,” Schiff said.  The agency later issued a statement that appeared to walk back Pompeo’s remark. “The intelligence assessment with regard to Russian election meddling has not changed, and the Director did not intend to suggest that it had,” said Dean Boyd, the director of the CIA’s office of public affairs. Russia has repeatedly denied U.S. intelligence agencies’ conclusions that Moscow meddled in the election and Trump has denied any collusion between his campaign and Russian officials. Committees in both the U.S. Senate and the House are investigating as is a special counsel, former FBI director Robert Mueller. The probes have cast a shadow over Trump’s presidency, especially after Federal Bureau of Investigation  Director James Comey was fired by Trump in May. In an interview with NBC after Comey’s removal, Trump admitted that he was thinking about “this Russia thing” when he decided to fire Comey. ",CIA's Pompeo asserts Russian meddling did not sway U.S. election result
"DUBLIN (Reuters) - Sinn Fein s Gerry Adams, a pivotal figure in the political life of Ireland for almost 50 years, said on Saturday he will step down as party leader and complete a generational shift in the former political wing of the Irish Republican Army (IRA). Reviled by many as the face of the IRA during its campaign against British rule in Northern Ireland, Adams reinvented himself as a peacemaker in the troubled region and then as a populist opposition parliamentarian in the Irish Republic. Adams said he would be replaced as party president, a position he has held since 1983, at a party conference next year. He would also not stand for reelection to the Irish parliament.  Republicanism has never been stronger... But leadership means knowing when it is time for change. That time is now,  Adams said in an emotional speech to a packed party conference.  I have complete confidence in the next generation of leaders,  he said.  Adams stayed on stage as the 2,500-strong crowd, some in tears, gave him a standing ovation and sang a traditional Irish song about the road home, followed by the national anthem.  Adams will almost certainly hand over to a successor with no direct involvement in the decades of conflict in Northern Ireland, a prospect that would make Sinn Fein a more palatable coalition partner in the Irish Republic where it has never been in power. Deputy leader Mary Lou McDonald, an English literature graduate from Trinity College Dublin who has been at the forefront of a new breed of Sinn Fein politicians transforming the party s image, is the clear favourite to take over. That would mean the left-wing party being led on both sides of the Irish border by women in their 40s after Michelle O Neill succeeded Martin McGuinness as leader in Northern Ireland shortly before the former IRA commander s death in March. Adams, who will turn 70 next October, has always denied membership of the IRA but accusations from former IRA fighters that he was involved in its campaign of killings have dogged him throughout his career.  Adams was a key figure in the nationalist movement throughout the three decades of violence between Catholic militants seeking a united Ireland, mainly Protestant militants who wanted to maintain Northern Ireland s position as a part of Britain, and the British army.  3,600 died in the conflict, many at the hands of the IRA. As head of the political wing of the IRA during its bombing campaigns in 1980s Britain, Adams was a pariah and banned from speaking on British airwaves, forcing television stations to dub his voice with that of an actor. He and his party emerged from the political cold in October 1997 when he shook hands with Labour Prime Minister Tony Blair at their first meeting. A year later, he helped win sceptical elements in the IRA to the Good Friday peace deal, which largely ended the violence. Since the peace deal Adams and McGuinness turned Sinn Fein from a fringe party into the dominant Irish nationalist party in Northern Ireland and the third largest party in south of the border. While its anti-austerity platform led to a six-fold increase in its number of seats in the Republic - 23 out of 158 -  suspicion of Sinn Fein s role in the Northern Ireland troubles still runs deep and the far larger ruling Fine Gael and or main opposition Fianna Fail have ruled out governing alongside them. Analysts say a change of leader could help open the way to Sinn Fein entering government in Dublin for the first time.   Under a new Sinn Fein leader I think anything is possible,  said David Farrell, politics professor at University College Dublin.  A new Sinn Fein leader will also take over responsibility for rescuing power-sharing devolved government in Northern Ireland and avoid a return to full direct rule from London for the first time in decade.  Power-sharing collapsed after Sinn Fein withdrew in January saying the Democratic Unionist Party was not treating it as an equal partner and a series of talks have failed to break the impasse. ",Gerry Adams to step down in end of an era for Irish nationalism
"WASHINGTON (Reuters) - China s envoy to North Korea appears to have had little impact in addressing tensions with North Korea, U.S. President Donald Trump on Thursday after Pyongyang test fired its most advanced missile earlier this week.   The Chinese envoy, who just returned from North Korea, seems to have had no impact on Little Rocket Man,  Trump said in a post on Twitter, referring to North Korea s leader Kim Jong Un. A Chinese envoy reportedly visited North Korea earlier this month. ",Trump says Chinese envoy to North Korea appeared to have 'no impact': Twitter
"WASHINGTON (Reuters) - The new head of the Environmental Protection Agency said on Thursday he is not convinced that carbon dioxide from human activity is the main driver of climate change and said he wants Congress to weigh in on whether CO2 is a harmful pollutant that should be regulated. In an interview with CNBC, EPA Administrator Scott Pruitt said the Trump administration will make an announcement on fuel efficiency standards for cars “very soon,” stressing that he and President Donald Trump believe current standards were rushed through. Pruitt, 48, is a climate change denier who sued the agency he now leads more than a dozen times as Oklahoma’s attorney general. He said he was not convinced that carbon dioxide pollution from burning fossil fuels like oil, gas and coal is the main cause of climate change, a conclusion widely embraced by scientists. “I think that measuring with precision human activity on the climate is something very challenging to do and there’s tremendous disagreement about the degree of impact,” he told CNBC.  “So no, I would not agree that it’s a primary contributor to the global warming that we see,” Pruitt said. “But we don’t know that yet, we need to continue to debate, continue the review and analysis.” Trump campaigned on a promise to roll back environmental regulations ushered in by former President Barack Obama, including those aimed at combating climate change. He framed his stand as aimed at boosting U.S. businesses, including the oil and gas drilling and coal mining industries. “We can be pro-growth, pro-jobs and pro-environment,” Pruitt said Wednesday afternoon in a Houston speech at CERAWeek, the world’s largest gathering of energy executives. Scientists immediately criticized Pruitt’s statement, saying it ignores a large body of evidence collected over decades that shows fossil fuel burning as the main factor in climate change. “We can’t afford to reject this clear and compelling scientific evidence when we make public policy. Embracing ignorance is not an option,” Ben Santer, climate researcher at Lawrence Livermore National Laboratory, said in a statement.  The Supreme Court unleashed a fury of regulation and litigation when it ruled in 2007 that greenhouse gases are an air pollutant that can be regulated under the Clean Air Act. Two years later, the EPA declared carbon dioxide and five other heat-trapping gases to be pollutants. Pruitt said the Supreme Court’s decision should not have been viewed as permission for the EPA to regulate carbon dioxide emissions. “Decisions were made at the executive branch level that didn’t respect the rule of law,” Pruitt said in his Houston speech.  Pruitt has previously said the EPA should not regulate CO2 without a law passed by Congress authorizing it to do so. The Republican-controlled Congress could potentially issue a strong signal to the EPA that carbon dioxide should not be regulated by the agency, a move that would undermine many Obama-era rules aimed at curbing emissions. “Administrator Pruitt is correct, the Congress has never explicitly given the EPA the authority to regulate carbon dioxide as a pollutant and the committee has no plans to do so,” said Mike Danylak, spokesman for the Senate Environment and Public Works Committee, the panel that oversees the EPA.  When asked at his confirmation hearing in January whether he would uphold the EPA endangerment finding, Pruitt said it was the “law of the land” and he was obliged to uphold it for now. Pruitt declined to respond to a question from a reporter after his Houston speech on whether he would now seek to overturn the endangerment finding.  As Oklahoma’s attorney general, Pruitt and another dozen attorney generals unsuccessfully challenged the endangerment finding in a federal appeals court. “The mask is off. After obscuring his true views during his Senate confirmation hearings, Scott Pruitt has outed himself as a pure climate denier,” said David Doniger, director of the climate program at the Natural Resources Defense Council. The new EPA chief said he was committed to ensuring thorough processes for environmental rules and regulations to reduce “regulatory uncertainty.” Pruitt added that he shared Trump’s view that the global climate accord agreed by nearly 200 countries in Paris in 2015 was a “bad deal.” Trump promised during his campaign for the White House to pull the United States out of the accord, but has since been mostly quiet on the issue. ",EPA chief unconvinced on CO2 link to global warming
"GENEVA (Reuters) - Humanitarian crises around the world will worsen next year with no let-up in African civil wars, near-famines in conflict-ridden regions and the threat of Islamist violence, a Geneva-based think-tank predicted in a report published on Thursday. The report by ACAPS, a non-profit venture that supports humanitarian aid workers with daily monitoring and analysis of 150 countries, examined the anticipated needs of 18 countries in 2018 and found little to cheer.  If 2017 did not look good, predictions for 2018 are no better: violence and insecurity are likely to deteriorate in Afghanistan, Democratic Republic of Congo, Libya, Ethiopia, Mali, Somalia, and Syria next year,  ACAPS director Lars Peter Nissen wrote in the report. Next year Ethiopia will join northeastern Nigeria, Somalia, South Sudan and Yemen as places at risk of famine, said the report, entitled ""Humanitarian Overview: An analysis of key crises into 2018"". here In a separate report, the U.S.-funded Famine Early Warning Systems Network said an estimated 76 million people across 45 countries were likely to need food aid in 2018, driven by conflict, an 18-month-old drought in the Horn of Africa and forecasts for below average rains in Africa s spring next year.  Rather than bringing stability, the prospect of elections in Afghanistan, Iraq, Libya, South Sudan and Venezuela is expected to exacerbate tensions and fuel violence, the ACAPS report said.  Islamic extremism will also continue to cause death and conflict, the report said. Despite the defeat of Islamic State in its main strongholds in Iraq, the group is expected to continue improvised attacks throughout the country to destabilise the government, as well as gaining strength and resources in southern Libya. Islamic State is also likely to increase its toehold in the Puntland region of Somalia, impacting the civilian population and clashing with its bigger regional rival Al Shabaab, which will increase the lethality of its own attacks. ACAPS said Islamist armed groups are also expected to take advantage of the withdrawal of government troops from central Mali, gaining local recruits and further influence, while in Afghanistan the Taliban will consolidate rural strongholds and increased opium production will boost funding for armed groups. The fragmentation of armed groups in Central African Republic is expected to worsen the violence there, sending more refugees into Cameroon and Democratic Republic of Congo, where President Joseph Kabila is unlikely to leave power until 2019, fuelling frustration and violent protest, the report said.  Militia groups previously focused on local grievances will likely become increasingly frustrated by the national, political, and socioeconomic situation and are likely to increase violence, particularly against government forces and institutions,  the report said. ","Expect more war, hunger, Islamist violence in 2018 -Geneva think-tank"
"WASHINGTON (Reuters) - Democratic U.S. Senator Joe Manchin of West Virginia on Friday urged senators to oppose a temporary spending bill because it fails to offer a long-term solution to secure retired coal miners’ benefits. Republican Senate Majority Leader Mitch McConnell has not yet announced when a final vote on the government spending legislation would take place. The House of Representatives voted for the funding bill on Thursday and went home. But in the Senate, Manchin and some other Democrats planned to delay a vote in hopes of adding a longer-term extension of expiring healthcare benefits for retired coal miners and their families. ",Democratic senator opposes spending bill over coal miner benefits as Senate vote looms
"ABUJA (Reuters) - A police official defended a unit of the Nigeria Police Force that has been accused of human rights violations, saying many claims of brutality were unfounded and the country needed to be defended against violent crime.  A social media campaign has called for the Special Anti-Robbery Squad (SARS) to be disbanded. It has gathered pace in recent days as people shared stories of alleged maltreatment by the unit s officers, as well as photographs and videos.  Lawmakers in the Senate, the upper house of parliament, voted on Tuesday to open an investigation into the allegations. Nigerian police have been dogged by accusations of human rights abuses for years. The police force has repeatedly denied any wrongdoing.  When you check most of these allegations ... it is somebody else that is saying that something happened to another person,  said Abayomi Shogunle, who heads the Nigeria Police Force s complaints unit.   We have reached out to all these people: tell us who this victim is, tell us the place where it took place, tell us the date and time. They are not forthcoming,  said Shogunle, an assistant police commissioner. The social media campaign gathered pace after a video was circulated on social media of a youths chasing police after a man was allegedly shot dead by officers in the commercial capital, Lagos.  Reuters could not verify whether the incident took place or details of when and where the video footage was filmed.  The campaign, which has seen the EndSARS hashtag trending on Twitter, on Monday prompted the head of the police force to announce an immediate re-organisation of SARS nationwide and an investigation into abuse allegations. Shogunle said a specialist crime unit was needed in a country where kidnapping for ransom is a common problem in some regions, along with burglary. Clashes between semi-nomadic herdsmen and farmers over herding rights have also led to bloodshed in central and northern parts of the country. More than 30 people were killed in such clashes in a northeastern town last month.  The question is what do we replace them with? Who will perform those tough, difficult, life-threatening duties that SARS are performing at the moment?  he said.  Street protests are also being planned in Nigerian cities.   This has been going on for a long time and it s crazy that the people actually supposed to be your friend, to protect you, are the ones assaulting and abusing you,  said Charles Oputa, who is planning to hold an event in the capital, Abuja.  He said he did not believe the restructuring announced by the country s police chief would take place.  ",Nigerian police official defends unit against brutality accusations
"AMSTERDAM (Reuters) - Dutch airline KLM said on Saturday it had refused carriage to the United States to seven passengers from predominately Muslim countries subject to a temporary immigration ban imposed by the Trump administration. A spokeswoman for KLM, part of the Franco-Dutch Air France KLM group, declined to specify which countries the passengers came from or where they were flying from. “Worldwide, we had seven passengers whom we had to inform that there was no point in us taking them to the U.S.,” said spokeswoman Manel Vrijenhoek. “There is still some lack of clarity about whom this ban affects.” ",KLM refuses U.S. carriage to passengers from proscribed Muslim countries
